term_str,n,p,port_stem,stop,df,tf_sum,tf_mean,tf_max,tfidf_sum,tfidf_mean,tfidf_max,tfth_sum,tfth_mean,tfth_max,th_sum,th_mean,th_max
'back,1,6.196055591010763e-06,'back,0,1.0,0.0007294276739207759,1.3762786300391998e-05,0.0007293896989218582,0.0041781036935752665,7.883214516179748e-05,0.004177886175802205,5.545207267508641e-06,1.0462655221714417e-07,5.5449185764601495e-06,0.007602134475790278,0.0001434364995432128,0.007600986503652774
'bah,2,1.2392111182021525e-05,'bah,0,2.0,0.0010211139585059776,1.926630110388637e-05,0.0006653319730306516,0.004827745570860406,9.108953907283785e-05,0.0031456366443665083,1.1332862169267546e-05,2.1382758809938766e-07,7.384205733702221e-06,0.011098528303196445,0.00020940619439993293,0.007021672802747615
'barkers,1,6.196055591010763e-06,'barker,0,1.0,0.0007294276739207759,1.3762786300391998e-05,0.0007293896989218582,0.0041781036935752665,7.883214516179748e-05,0.004177886175802205,5.545207267508641e-06,1.0462655221714417e-07,5.5449185764601495e-06,0.007602134475790278,0.0001434364995432128,0.007600986503652774
'bayton,1,6.196055591010763e-06,'bayton,0,1.0,0.00046321382986346427,8.739883582329514e-06,0.00046317558865070275,0.002653251970911496,5.0061357941726335e-05,0.0026530329282867106,2.3769166905983486e-06,4.484748472827073e-08,2.3767204611876056e-06,0.005131359509060775,9.681810394454292e-05,0.005130203760083129
'be,2,1.2392111182021525e-05,'be,0,2.0,0.001575436928911494,2.9725225073801777e-05,0.0009615296339656109,0.007448540481074879,0.00014053849964292225,0.004546035624094677,2.5502854469275382e-05,4.811859333825544e-07,1.556504730396491e-05,0.016187797811046553,0.0003054301473782369,0.009636816390167084
'bear,1,6.196055591010763e-06,'bear,0,1.0,0.0005497881157420558,1.037336067437841e-05,0.0005497499611035798,0.0031491425938346804,5.941778478933359e-05,0.003148924047100518,3.2736367911610477e-06,6.176673190869901e-08,3.2734096046783078e-06,0.005954360775409962,0.00011234642972471626,0.005953207574996746
'beautiful,2,1.2392111182021525e-05,'beauti,0,2.0,0.002036672952393414,3.8427791554592715e-05,0.001517427820143005,0.00962922771087644,0.0001816835417146498,0.007174278029177359,4.048056844692152e-05,7.637843103192739e-07,3.0160139684860124e-05,0.019875831512050295,0.00037501568890660936,0.014209431420744014
'because,8,4.95684447280861e-05,'becaus,0,7.0,0.006221795582032485,0.00011739236947231104,0.0019762452085291147,0.018171161727179662,0.0003428521080599936,0.005771753639809464,0.00038588521097621364,7.28085303728705e-06,0.0001225697291367563,0.0620215186899721,0.0011702173337730585,0.01775265481788228
'before,3,1.8588166773032286e-05,'befor,0,3.0,0.0018569444633650433,3.5036687988019685e-05,0.0007107274163597124,0.00769324283434115,0.0001451555251762481,0.0029445138026210757,3.672537549974213e-05,6.929316132026817e-07,1.4056279958137265e-05,0.01977731495167638,0.00037315688588068644,0.007433083002166304
'besides,1,6.196055591010763e-06,'besid,0,1.0,0.0004436923435162229,8.371553651249489e-06,0.0004436540827819749,0.0025414344499596554,4.79515933954652e-05,0.0025412152955173488,2.193037459716516e-06,4.137806527767011e-08,2.1928483484445534e-06,0.004942698452573885,9.325846136931858e-05,0.00494154212584092
'bet,1,6.196055591010763e-06,'bet,0,1.0,0.000654913010996166,1.2356849264078604e-05,0.0006548749614825852,0.0037512896316445115,7.077904965367003e-05,0.003751071687057387,4.536864378658523e-06,8.560121469167025e-08,4.536600793296969e-06,0.006927430517463155,0.0001307062361785501,0.006926280385425989
'betsy,1,6.196055591010763e-06,'betsi,0,1.0,0.0008305961845020072,1.5671626122679382e-05,0.0008305583106716,0.004757588874691195,8.976582782436217e-05,0.004757371936403313,7.060709010219828e-06,1.3322092472112885e-07,7.060387053412663e-06,0.008500772266914702,0.00016039192956442835,0.008499627209864257
